brand,model,year,mileage,engine_capacity,transmission,body_type,fuel_type,color,doors,price_usd
Audi,Q5,2016,247399,1.2,Manual,Hatchback,Hybrid,Blue,5,36675.79
BMW,3 Series,2013,188717,1.8,CVT,Sedan,Diesel,Brown,2,30255.31
Mercedes,C-Class,2000,94897,2.5,Robot,Hatchback,Hybrid,Black,4,40666.05
Nissan,Patrol,2011,38805,3.0,CVT,Wagon,Hybrid,White,4,47780.29
BMW,X5,2008,279860,3.5,Automatic,Coupe,Petrol,Black,2,36555.96
Hyundai,Santa Fe,2022,290894,2.7,CVT,Hatchback,Hybrid,Black,3,43582.13
Mercedes,GLC,2010,131458,5.0,CVT,Sedan,Diesel,Brown,2,52746.09
Honda,Accord,2009,14633,1.6,Automatic,Wagon,Electric,Grey,2,44877.65
BMW,3 Series,2011,75379,1.2,Robot,Hatchback,Diesel,Silver,2,40532.57
Nissan,Almera,2000,118243,4.0,CVT,Hatchback,Hybrid,Blue,5,34483.08
Nissan,X-Trail,2012,80636,4.0,Automatic,Wagon,Hybrid,Green,3,42251.29
Hyundai,Solaris,2006,214135,2.2,Automatic,Sedan,Diesel,Silver,5,27844.96
Audi,A6,2004,252134,4.0,Manual,Sedan,Electric,Black,3,41048.29
Kia,Rio,2016,30982,2.4,CVT,SUV,Diesel,Grey,2,49735.7
BMW,X3,2020,44845,2.7,Robot,Hatchback,Petrol,Green,5,55323.06
Mercedes,C-Class,2004,22205,3.0,Robot,Wagon,Petrol,Green,2,41974.77
Honda,Civic,2000,283071,5.0,CVT,Hatchback,Electric,Grey,3,32117.4
BMW,3 Series,2001,249894,1.4,Manual,SUV,Petrol,Green,2,29615.61
Hyundai,Tucson,2014,297393,3.5,Automatic,Sedan,Petrol,Grey,5,29352.04
Honda,Civic,2000,119667,2.0,Robot,Sedan,Electric,White,5,37104.96
Nissan,X-Trail,2016,39244,2.0,Automatic,SUV,Diesel,Grey,4,49399.48
Nissan,Patrol,2023,23404,1.0,CVT,Wagon,Diesel,Blue,5,46482.99
Toyota,RAV4,2003,108269,1.6,CVT,Wagon,Hybrid,Black,5,33016.42
Mercedes,C-Class,2020,89244,2.0,Manual,Hatchback,Petrol,Brown,4,41676.46
Nissan,Almera,2011,226845,3.5,CVT,Sedan,Diesel,Red,3,34435.14
Mercedes,GLC,2021,182997,2.5,Automatic,Sedan,Diesel,White,4,50576.28
Ford,Kuga,2010,3830,1.4,Manual,Wagon,Diesel,Grey,4,36409.37
Ford,Focus,2016,134137,1.5,CVT,Coupe,Electric,Brown,4,42238.61
Honda,Accord,2000,34169,4.0,Robot,SUV,Electric,Brown,4,44943.75
BMW,5 Series,2009,18179,3.0,Automatic,Wagon,Electric,Brown,4,62980.98
Nissan,Almera,2003,170310,2.5,Automatic,Wagon,Petrol,Grey,3,22975.8
Mercedes,E-Class,2016,117862,2.2,CVT,Sedan,Petrol,Grey,3,46096.82
Ford,Focus,2014,41598,1.6,Robot,Coupe,Petrol,White,4,45660.18
Ford,Kuga,2014,140973,2.5,CVT,Sedan,Electric,Silver,4,36114.01
BMW,5 Series,2002,278456,3.5,Automatic,Wagon,Diesel,Red,4,31152.87
Ford,Kuga,2004,117922,1.2,CVT,Wagon,Diesel,Green,2,25231.32
Mercedes,GLC,2023,136615,3.5,Manual,Coupe,Diesel,Brown,4,60095.94
Mercedes,GLC,2017,90141,5.0,Automatic,Coupe,Electric,Green,5,63289.39
Kia,Sportage,2001,250138,3.5,Robot,SUV,Petrol,Blue,4,28421.47
Nissan,Almera,2002,235605,2.2,CVT,Hatchback,Electric,Green,4,27067.24
Hyundai,Solaris,2003,193175,5.0,Automatic,Coupe,Diesel,Green,3,25479.01
Honda,Accord,2015,166730,1.8,Manual,Coupe,Petrol,Grey,2,32738.99
Volkswagen,Touareg,2012,201657,1.0,Manual,SUV,Diesel,Brown,3,30239.3
Mercedes,C-Class,2017,288056,2.5,CVT,Coupe,Hybrid,Brown,3,43568.24
Mercedes,C-Class,2017,192796,5.0,Manual,Hatchback,Hybrid,Blue,2,57243.95
Audi,Q7,2008,32556,3.0,Automatic,SUV,Electric,Grey,2,54967.11
BMW,X3,2013,153520,3.5,Manual,SUV,Petrol,White,2,39650.09
Volkswagen,Tiguan,2016,189281,2.2,Manual,Coupe,Diesel,Black,3,30151.3
Kia,Cerato,2019,8724,3.5,CVT,Sedan,Diesel,Black,5,48759.1
Nissan,Almera,2004,279311,1.6,Robot,Hatchback,Electric,White,4,30792.96
Ford,Focus,2018,218259,2.0,CVT,SUV,Diesel,Blue,5,38679.71
Nissan,X-Trail,2022,29533,1.2,Manual,Wagon,Electric,Black,5,53863.44
Ford,Focus,2001,147745,1.5,CVT,Sedan,Electric,Red,3,25763.19
Toyota,Corolla,2022,67009,1.2,Manual,Coupe,Petrol,Grey,5,43308.98
Nissan,Teana,2002,14281,1.5,Automatic,Coupe,Hybrid,Blue,2,39472.26
Toyota,Camry,2010,266401,2.0,Robot,Coupe,Petrol,Blue,3,31570.58
Audi,Q5,2003,163148,1.2,Robot,Coupe,Petrol,Brown,2,25403.76
BMW,3 Series,2000,198579,1.0,Robot,Sedan,Petrol,Red,4,19495.3
Honda,CR-V,2015,143775,1.0,Robot,Wagon,Petrol,Brown,5,32748.79
Kia,Rio,2015,108177,1.8,CVT,Hatchback,Petrol,Grey,2,40589.37
Ford,Mondeo,2010,148530,2.2,CVT,Sedan,Electric,Silver,2,41335.77
Toyota,RAV4,2004,140111,5.0,Automatic,Hatchback,Electric,Silver,5,44060.54
Nissan,Teana,2004,130223,1.6,Automatic,Wagon,Hybrid,Red,2,35448.63
Kia,Rio,2023,183403,1.0,Robot,Wagon,Electric,Brown,3,44229.7
Kia,Rio,2016,158352,1.5,Automatic,SUV,Hybrid,Silver,4,46767.28
Nissan,Teana,2003,174224,1.0,Robot,Coupe,Electric,Red,4,27952.64
BMW,X3,2023,174563,1.4,Robot,SUV,Hybrid,Green,3,49195.55
Hyundai,Tucson,2001,10663,2.4,Manual,Wagon,Electric,Grey,2,40006.78
Mercedes,E-Class,2003,49334,1.6,Manual,Coupe,Hybrid,Black,5,44243.85
Honda,Accord,2009,289169,4.0,Automatic,Hatchback,Hybrid,Green,2,33652.55
Toyota,Camry,2017,79244,2.4,Robot,Hatchback,Electric,White,3,54496.98
Hyundai,Tucson,2019,218126,1.4,Automatic,Sedan,Hybrid,Brown,4,27083.12
Nissan,Patrol,2014,32780,2.2,Robot,Wagon,Hybrid,Red,3,48740.08
Kia,Cerato,2012,58528,2.2,Robot,SUV,Electric,Brown,4,50735.46
Honda,Civic,2019,275087,1.4,Manual,Coupe,Diesel,Brown,5,33288.62
Toyota,Camry,2016,68531,2.5,Manual,Wagon,Electric,Blue,5,57426.2
Ford,Mondeo,2008,56790,1.0,Manual,Wagon,Electric,White,3,44804.72
Hyundai,Tucson,2002,162495,2.4,CVT,Sedan,Petrol,Blue,5,27589.54
BMW,X5,2003,183786,3.0,CVT,Hatchback,Hybrid,Brown,4,41623.24
BMW,X3,2011,126259,1.8,CVT,Coupe,Electric,Red,3,44436.49
Audi,Q5,2004,205103,4.0,Automatic,Hatchback,Electric,Silver,4,41058.56
Ford,Mondeo,2005,209944,4.0,Robot,Coupe,Diesel,Green,2,29159.76
Hyundai,Tucson,2007,288727,1.2,CVT,Sedan,Petrol,Brown,5,19939.19
Audi,Q7,2009,173420,5.0,Automatic,Hatchback,Diesel,Grey,5,51160.78
Toyota,Corolla,2020,124541,1.5,Robot,Sedan,Electric,Silver,2,43196.84
Volkswagen,Passat,2015,85666,1.6,Automatic,SUV,Electric,Red,2,48366.21
Nissan,Patrol,2001,233931,2.7,Manual,Coupe,Hybrid,Green,2,27997.63
Hyundai,Santa Fe,2011,240879,2.2,Manual,Coupe,Diesel,White,2,25782.88
Honda,Accord,2003,221578,1.0,Robot,Hatchback,Diesel,White,2,20148.28
Ford,Kuga,2019,115957,1.6,Manual,Wagon,Hybrid,Red,4,45916.1
Audi,A4,2006,241851,1.5,CVT,Coupe,Hybrid,Blue,4,32510.09
Volkswagen,Golf,2021,19283,2.0,CVT,Coupe,Petrol,Green,3,55154.6
BMW,X5,2008,173806,2.5,Automatic,Wagon,Petrol,Green,4,32534.88
Kia,Rio,2010,75656,2.0,CVT,Coupe,Diesel,Black,3,40175.67
Volkswagen,Touareg,2017,251518,1.6,Manual,Wagon,Hybrid,Red,4,42382.08
Honda,CR-V,2000,242941,2.2,Manual,Wagon,Hybrid,Blue,4,21393.78
Volkswagen,Touareg,2011,117771,1.4,Automatic,Hatchback,Hybrid,Black,5,40892.33
BMW,5 Series,2010,121315,1.0,Robot,SUV,Petrol,Black,2,37290.61
Hyundai,Elantra,2002,157833,1.5,Manual,SUV,Electric,White,5,32828.97
Nissan,Teana,2004,64482,2.4,CVT,SUV,Petrol,Black,4,32368.2
BMW,5 Series,2023,170981,2.0,Manual,Hatchback,Petrol,Green,3,48941.61
Hyundai,Elantra,2017,152904,3.5,Robot,Hatchback,Petrol,Green,2,37667.73
Ford,Mondeo,2017,259554,3.5,Robot,SUV,Petrol,Blue,2,43376.89
Kia,Cerato,2005,173602,1.2,Manual,SUV,Petrol,White,4,29918.11
Nissan,Almera,2003,16148,1.2,Robot,Hatchback,Petrol,Red,5,36923.24
Honda,Accord,2000,168276,2.5,Manual,Wagon,Diesel,Green,5,21831.04
Ford,Mondeo,2006,13944,1.2,Manual,Hatchback,Electric,Brown,4,46817.55
Mercedes,E-Class,2010,273298,2.0,Robot,Hatchback,Hybrid,Grey,3,36992.23
Audi,Q5,2020,45111,4.0,Automatic,Wagon,Petrol,Black,3,64654.11
Nissan,Almera,2000,128993,1.4,Manual,Coupe,Diesel,Black,5,22789.53
Honda,Accord,2020,122304,1.4,Manual,Sedan,Diesel,Brown,2,42925.52
Volkswagen,Golf,2007,58900,2.0,CVT,SUV,Electric,White,5,51205.31
Honda,CR-V,2014,145749,1.2,Automatic,Hatchback,Petrol,Green,4,32629.49
Mercedes,C-Class,2015,65231,1.8,Manual,Wagon,Petrol,Red,3,44081.23
Honda,Accord,2006,97847,5.0,Automatic,Sedan,Diesel,Silver,2,33606.27
Ford,Kuga,2000,283527,5.0,Robot,Coupe,Diesel,Red,4,26035.83
Audi,A6,2004,216112,1.4,CVT,Sedan,Petrol,Green,2,27992.22
Hyundai,Santa Fe,2000,228356,3.0,Manual,Sedan,Hybrid,Green,2,25898.62
Kia,Cerato,2018,217715,1.0,CVT,Hatchback,Hybrid,Silver,4,33313.11
Honda,Accord,2014,71641,1.0,Automatic,Sedan,Diesel,Red,4,42124.48
Kia,Cerato,2017,286656,4.0,Robot,SUV,Petrol,Green,5,38118.99
Toyota,Corolla,2008,283531,3.5,Manual,SUV,Electric,Blue,3,39915.44
Kia,Rio,2010,170307,4.0,Automatic,Coupe,Petrol,Black,5,36214.97
Kia,Sorento,2023,77952,5.0,CVT,Sedan,Hybrid,Brown,4,55667.05
Kia,Sportage,2000,70246,1.6,Manual,Sedan,Electric,Red,3,36441.81
Ford,Focus,2011,163024,1.6,CVT,Hatchback,Hybrid,Green,5,33158.24
Mercedes,C-Class,2011,112192,1.0,Automatic,Hatchback,Hybrid,Black,2,38136.25
Hyundai,Elantra,2000,2118,2.2,Manual,SUV,Electric,Green,5,49860.72
BMW,5 Series,2014,19874,1.5,Robot,Wagon,Hybrid,Grey,5,59897.19
Volkswagen,Passat,2002,86217,2.5,Manual,Coupe,Electric,Black,3,42569.65
BMW,X5,2014,120026,1.2,CVT,SUV,Electric,Brown,2,51427.47
Volkswagen,Tiguan,2011,278369,2.7,Robot,Sedan,Electric,Grey,2,41292.2
Audi,A6,2007,160262,1.8,Automatic,Coupe,Electric,Green,2,36151.25
Audi,Q5,2014,286801,2.4,Robot,Coupe,Diesel,Red,5,38095.76
Ford,Mondeo,2018,250495,2.0,Automatic,Coupe,Petrol,Green,2,33488.2
Toyota,RAV4,2023,28390,1.2,CVT,SUV,Hybrid,Blue,2,57839.37
Hyundai,Solaris,2022,66770,1.0,Manual,SUV,Diesel,Brown,2,49063.13
Kia,Sorento,2008,49393,2.0,CVT,Sedan,Hybrid,Red,2,38674.38
Nissan,Teana,2006,8734,1.5,Automatic,SUV,Diesel,Brown,3,40165.42
Kia,Sorento,2019,181374,2.4,Robot,Wagon,Hybrid,Black,5,35634.61
Toyota,Corolla,2008,256492,5.0,Robot,SUV,Petrol,Blue,2,37735.62
Kia,Sportage,2019,159429,1.0,Manual,Hatchback,Diesel,White,5,35755.03
Volkswagen,Passat,2023,270896,3.0,Manual,Sedan,Electric,Grey,5,51561.36
BMW,X3,2016,26520,2.5,Robot,Sedan,Hybrid,Brown,2,68415.61
Hyundai,Solaris,2004,14718,4.0,Automatic,Coupe,Petrol,Silver,4,35508.21
Mercedes,GLC,2018,111145,1.6,CVT,SUV,Hybrid,Blue,5,50627.5
BMW,X3,2011,279677,5.0,Robot,Hatchback,Petrol,Silver,5,42553.68
Toyota,Camry,2012,83460,2.4,Robot,Coupe,Electric,Silver,3,42994.98
Toyota,Camry,2004,97275,1.0,CVT,Hatchback,Diesel,Silver,5,27835.57
Mercedes,GLE,2014,108263,2.2,Automatic,Coupe,Diesel,Grey,3,51787.46
Mercedes,GLC,2012,149712,5.0,Robot,Sedan,Diesel,Grey,2,44153.74
Mercedes,GLC,2005,147349,3.0,Manual,Hatchback,Electric,Silver,5,33567.1
Mercedes,E-Class,2000,245821,1.2,Automatic,SUV,Petrol,Green,4,24679.11
Volkswagen,Passat,2021,287744,1.4,CVT,Wagon,Electric,Grey,4,46677.96
Kia,Cerato,2017,112168,1.4,Automatic,Wagon,Petrol,White,4,30808.6
Honda,CR-V,2021,156049,1.2,Robot,Wagon,Electric,Silver,5,40286.75
Ford,Mondeo,2002,183321,2.4,Manual,Coupe,Diesel,Silver,5,23505.66
Volkswagen,Touareg,2022,1299,1.2,Manual,Wagon,Petrol,Blue,3,44140.56
Ford,Focus,2001,115637,2.0,Automatic,SUV,Petrol,Red,2,28131.42
BMW,5 Series,2004,258750,2.0,CVT,Coupe,Electric,Black,2,34404.3
Ford,Kuga,2003,149820,5.0,Automatic,SUV,Hybrid,Blue,5,41854.99
Ford,Mondeo,2020,41646,4.0,CVT,Sedan,Electric,Blue,2,58911.92
Nissan,X-Trail,2015,76620,1.5,Manual,Coupe,Petrol,Brown,4,40510.12
Volkswagen,Passat,2005,119133,2.5,Manual,Coupe,Petrol,Blue,2,35017.2
Hyundai,Tucson,2019,162550,2.2,Robot,Sedan,Petrol,Silver,4,40636.72
Volkswagen,Passat,2010,255908,2.4,Manual,SUV,Hybrid,Red,4,43077.11
Honda,Accord,2022,220979,4.0,Automatic,Coupe,Petrol,Green,3,42845.94
BMW,X5,2008,250186,3.5,Manual,SUV,Electric,Silver,3,47120.59
Audi,Q5,2004,75503,2.4,CVT,Wagon,Electric,Grey,3,42510.34
Hyundai,Elantra,2023,176535,3.5,CVT,Coupe,Electric,Silver,3,47289.24
Nissan,Teana,2017,118278,1.8,Robot,Wagon,Petrol,Brown,4,27926.55
Mercedes,GLE,2009,2056,2.2,CVT,Sedan,Petrol,White,5,38705.06
Volkswagen,Touareg,2010,132701,2.2,Automatic,Sedan,Electric,Black,2,38946.76
Mercedes,C-Class,2006,271767,2.4,Robot,Wagon,Diesel,Black,2,33763.5
Mercedes,GLE,2002,81443,1.8,CVT,Sedan,Diesel,White,2,43333.88
Hyundai,Elantra,2010,220767,3.5,Robot,Wagon,Hybrid,Grey,2,36753.95
Nissan,X-Trail,2023,138470,1.6,Manual,Sedan,Diesel,Black,3,38717.61
Toyota,Corolla,2020,228273,1.2,Manual,Hatchback,Electric,Grey,2,37649.53
Ford,Focus,2000,3934,1.2,CVT,Wagon,Hybrid,White,2,29473.45
Honda,CR-V,2002,85997,2.0,Robot,Coupe,Electric,Silver,2,37779.58
Volkswagen,Touareg,2005,99248,3.5,Automatic,Sedan,Hybrid,Blue,3,41769.83
Audi,Q7,2001,111115,1.4,Automatic,Coupe,Petrol,Black,3,28514.85
BMW,X5,2014,59790,3.5,Automatic,Sedan,Electric,Red,5,67437.39
BMW,5 Series,2009,235237,3.0,Manual,Sedan,Diesel,Grey,2,39085.89
Mercedes,GLE,2018,51986,2.4,Robot,SUV,Diesel,Brown,2,53191.69
Honda,CR-V,2007,240346,2.7,Robot,Hatchback,Hybrid,Green,2,31506.39
Nissan,Teana,2016,217850,1.4,Manual,Sedan,Electric,Green,5,37844.02
Kia,Rio,2003,55535,2.4,Manual,SUV,Petrol,Silver,3,33053.18
Honda,Civic,2009,124225,2.2,CVT,SUV,Hybrid,Brown,4,37826.49
BMW,5 Series,2014,88567,1.6,CVT,Coupe,Hybrid,Silver,5,45746.78
Ford,Mondeo,2013,141180,1.0,Automatic,Sedan,Petrol,Red,3,27540.03
Ford,Mondeo,2003,299904,5.0,CVT,Sedan,Hybrid,White,5,35028.88
BMW,X3,2004,174980,1.5,Manual,Coupe,Electric,Red,3,38232.83
Toyota,Corolla,2003,266404,3.5,Manual,Coupe,Electric,Grey,5,42164.95
Hyundai,Tucson,2011,299136,2.0,Manual,Hatchback,Hybrid,Green,2,27187.72
Volkswagen,Passat,2010,128476,1.2,Automatic,Hatchback,Petrol,Red,4,31181.09
Ford,Focus,2023,31449,1.8,CVT,Coupe,Electric,Green,5,57661.11
Toyota,RAV4,2013,277306,1.4,Automatic,Wagon,Diesel,Red,2,27996.77
Toyota,Camry,2020,119558,1.0,Manual,SUV,Diesel,White,2,51196.61
BMW,5 Series,2000,270311,1.0,Manual,Coupe,Diesel,Brown,3,23956.63
Ford,Kuga,2023,233573,2.7,Automatic,SUV,Diesel,Blue,5,39875.44
Mercedes,C-Class,2004,81782,1.6,Automatic,Wagon,Petrol,Red,4,37212.18
Nissan,Teana,2022,6800,4.0,Robot,Wagon,Petrol,Green,5,51264.58
Mercedes,E-Class,2003,132030,2.5,CVT,Wagon,Petrol,Silver,3,32960.96
Mercedes,GLC,2002,205,1.2,CVT,SUV,Petrol,Grey,3,44161.63
Kia,Sorento,2014,180402,2.2,Manual,Coupe,Petrol,Green,2,35877.41
Honda,Accord,2000,215290,5.0,CVT,Wagon,Petrol,Silver,4,24037.71
Ford,Kuga,2016,76693,3.5,Robot,Coupe,Petrol,Black,4,43180.74
Hyundai,Santa Fe,2019,247943,1.6,Manual,SUV,Petrol,Silver,4,39348.43
Kia,Rio,2000,111264,2.5,Robot,Wagon,Hybrid,Green,2,33613.11
Toyota,Land Cruiser,2011,21134,1.2,Automatic,Wagon,Electric,Black,3,43400.66
Honda,Civic,2009,32264,5.0,Automatic,SUV,Petrol,Silver,2,64932.4
Nissan,Teana,2022,57755,1.8,Robot,Wagon,Hybrid,Black,5,56126.85
Mercedes,E-Class,2020,280356,5.0,CVT,Hatchback,Electric,White,5,57896.4
Ford,Focus,2023,211177,2.4,Automatic,Wagon,Petrol,Brown,5,34773.21
Kia,Cerato,2002,121822,1.4,CVT,Coupe,Hybrid,Blue,3,24926.04
Audi,A6,2020,119233,4.0,CVT,Wagon,Electric,Red,4,64208.46
Ford,Kuga,2017,76794,3.0,Automatic,SUV,Petrol,Red,5,38530.86
Nissan,Patrol,2005,141019,2.4,CVT,Wagon,Petrol,White,3,26926.0
BMW,3 Series,2001,178810,3.5,Robot,Coupe,Electric,Grey,2,40111.45
Ford,Mondeo,2014,273072,2.5,CVT,Wagon,Diesel,White,4,30659.06
Honda,CR-V,2022,52414,1.4,Automatic,Coupe,Hybrid,Green,2,54017.84
Toyota,Corolla,2021,285069,3.0,Manual,Coupe,Electric,Red,3,50324.01
Honda,CR-V,2019,138621,2.4,CVT,Wagon,Diesel,White,2,37391.0
Mercedes,GLE,2002,5833,4.0,CVT,SUV,Petrol,Grey,2,51978.52
Mercedes,GLE,2012,3487,2.4,CVT,Hatchback,Hybrid,Grey,5,57559.92
Nissan,Patrol,2021,255938,2.7,Manual,Hatchback,Electric,Brown,2,53141.28
Mercedes,E-Class,2012,85227,1.6,Manual,Sedan,Diesel,Silver,4,48690.55
Volkswagen,Tiguan,2019,43199,1.6,Automatic,Hatchback,Diesel,Silver,4,48759.9
Volkswagen,Tiguan,2011,195647,2.5,Automatic,Sedan,Hybrid,Black,2,42524.75
Toyota,Land Cruiser,2005,13448,5.0,CVT,Sedan,Hybrid,Brown,2,61452.66
Toyota,Land Cruiser,2022,26547,2.4,Robot,Coupe,Electric,Green,2,54711.05
Kia,Cerato,2005,21673,4.0,Manual,Hatchback,Petrol,Green,5,40774.29
Ford,Kuga,2003,72468,2.4,Automatic,Hatchback,Hybrid,Blue,5,33801.71
Hyundai,Santa Fe,2008,265620,1.2,CVT,SUV,Hybrid,Grey,5,27219.23
Kia,Rio,2023,203195,1.2,Robot,Coupe,Hybrid,Green,3,46718.55
Honda,Accord,2002,66141,2.2,Robot,Wagon,Diesel,Silver,3,37755.66
BMW,5 Series,2021,45957,1.0,CVT,Wagon,Diesel,Red,5,50581.24
BMW,3 Series,2023,259073,2.4,Manual,Coupe,Hybrid,Blue,5,56925.33
Audi,Q5,2016,229919,3.5,Automatic,Sedan,Hybrid,Red,4,45512.44
BMW,X3,2012,237644,1.0,Manual,Coupe,Diesel,Silver,3,40857.09
Mercedes,C-Class,2013,112265,2.2,CVT,SUV,Hybrid,Green,4,43638.54
Nissan,X-Trail,2001,215886,2.4,CVT,Sedan,Diesel,Green,5,22539.64
Ford,Kuga,2020,199933,2.5,Robot,Hatchback,Diesel,Blue,4,31969.27
Toyota,Camry,2003,39916,1.4,Robot,SUV,Petrol,Brown,4,27356.44
Mercedes,E-Class,2001,131960,2.0,Robot,Sedan,Electric,Green,4,38460.45
Mercedes,GLE,2004,272094,1.8,Automatic,Hatchback,Hybrid,Black,3,32986.18
Hyundai,Santa Fe,2006,165426,2.5,Manual,Coupe,Electric,Blue,4,31830.36
Nissan,Teana,2001,244841,3.5,Automatic,SUV,Petrol,Silver,2,25607.25
Hyundai,Elantra,2004,292002,1.4,CVT,Coupe,Petrol,Grey,3,21505.46
Volkswagen,Passat,2021,5704,1.0,Robot,Hatchback,Petrol,Blue,2,45289.93
BMW,X5,2005,158349,5.0,Automatic,SUV,Hybrid,White,3,51975.55
Volkswagen,Golf,2015,83187,5.0,Automatic,Sedan,Hybrid,Silver,2,60463.82
Mercedes,E-Class,2000,44870,2.5,CVT,SUV,Electric,Red,3,40967.13
Ford,Mondeo,2012,169299,2.5,CVT,Sedan,Petrol,White,5,25753.41
BMW,5 Series,2001,287502,1.0,Robot,Wagon,Petrol,Brown,3,21436.65
Nissan,Teana,2009,86728,3.0,Robot,SUV,Petrol,Grey,5,37825.85
Ford,Mondeo,2020,226089,1.2,Automatic,Sedan,Hybrid,Black,3,38310.05
Hyundai,Santa Fe,2016,134556,1.5,Automatic,Wagon,Hybrid,White,2,37661.01
Toyota,Camry,2007,267524,2.7,CVT,Coupe,Electric,Brown,2,35757.64
Volkswagen,Tiguan,2006,92551,2.2,CVT,SUV,Hybrid,Black,3,36071.85
Honda,Civic,2003,36894,1.8,CVT,SUV,Hybrid,Silver,2,39056.11
Nissan,Patrol,2013,40285,3.0,Automatic,Sedan,Hybrid,Brown,4,44020.48
Nissan,Teana,2003,49948,1.8,CVT,Coupe,Petrol,White,3,36307.08
Mercedes,C-Class,2019,99405,3.5,Automatic,Coupe,Electric,Green,4,60005.16
BMW,X5,2002,202957,2.5,Manual,Coupe,Electric,White,4,43065.79
Ford,Mondeo,2020,150025,2.4,Manual,Sedan,Petrol,Brown,4,42963.21
Honda,Civic,2010,63805,1.5,Manual,Coupe,Electric,Brown,2,39626.24
Audi,Q7,2000,118105,2.2,CVT,Hatchback,Petrol,Green,2,30742.61
Kia,Cerato,2008,242634,2.4,Automatic,Coupe,Diesel,Grey,3,30814.85
BMW,5 Series,2002,79098,2.4,CVT,Hatchback,Electric,Red,5,41397.55
Hyundai,Elantra,2016,286400,3.5,Manual,Hatchback,Petrol,Brown,5,31053.28
Kia,Cerato,2005,130145,2.7,Manual,Sedan,Petrol,Brown,5,24002.19
BMW,5 Series,2016,225743,1.5,Automatic,Hatchback,Petrol,Silver,4,41895.9
Audi,Q7,2016,238350,2.4,Automatic,Wagon,Petrol,Green,3,36527.53
Nissan,Almera,2012,100353,1.5,Robot,Coupe,Electric,Blue,5,46142.53
Volkswagen,Passat,2007,281775,3.5,CVT,Coupe,Diesel,Grey,3,32722.46
Hyundai,Elantra,2014,203664,2.0,Automatic,Coupe,Hybrid,Blue,2,34664.89
Honda,Accord,2009,16713,1.8,CVT,Wagon,Petrol,Silver,2,33712.42
Audi,A6,2001,86366,2.0,CVT,Sedan,Electric,Blue,5,43545.99
BMW,3 Series,2009,117136,1.2,Robot,Sedan,Diesel,Grey,4,40330.36
Mercedes,GLC,2000,108024,1.2,CVT,Sedan,Hybrid,Red,5,30148.17
BMW,3 Series,2020,113389,1.5,Manual,Sedan,Petrol,Blue,3,46754.68
Audi,A6,2008,188338,1.6,CVT,Coupe,Electric,Blue,3,38338.09
Mercedes,GLC,2017,157044,2.5,Manual,Wagon,Diesel,Black,4,48029.46
Hyundai,Solaris,2014,280199,1.6,Manual,Sedan,Petrol,Silver,5,33163.53
Honda,Accord,2008,51884,1.4,Automatic,Hatchback,Petrol,Silver,2,30586.69
Hyundai,Tucson,2020,247117,5.0,Automatic,Hatchback,Petrol,Grey,5,45098.08
Ford,Kuga,2010,150348,5.0,Automatic,SUV,Electric,Brown,5,53911.16
BMW,3 Series,2002,265549,1.6,CVT,Sedan,Diesel,Black,5,22568.88
Mercedes,C-Class,2001,104447,4.0,CVT,Coupe,Hybrid,Grey,2,44332.41
Audi,A4,2003,9297,1.8,Automatic,SUV,Diesel,Brown,4,35836.0
BMW,5 Series,2005,213058,1.0,Robot,SUV,Diesel,Brown,4,30248.26
Honda,CR-V,2008,33539,2.4,Manual,Wagon,Diesel,Black,5,42186.29
Audi,Q5,2002,148673,2.2,CVT,Sedan,Electric,Silver,5,41428.66
Honda,Accord,2021,65958,3.0,Automatic,Hatchback,Electric,Silver,4,66540.56
Mercedes,C-Class,2022,222424,5.0,CVT,Hatchback,Electric,Silver,2,54398.2
BMW,5 Series,2005,198831,2.5,Manual,Sedan,Hybrid,Grey,4,32313.07
Nissan,Patrol,2018,297535,3.0,CVT,Wagon,Diesel,Blue,2,30765.28
Nissan,Almera,2006,133021,1.6,Manual,Hatchback,Hybrid,Green,2,26464.28
Volkswagen,Tiguan,2017,139769,2.4,Automatic,Hatchback,Electric,Black,4,45218.94
Mercedes,C-Class,2015,127872,1.4,Automatic,SUV,Diesel,Brown,2,47624.88
Toyota,Land Cruiser,2017,53326,1.8,Manual,SUV,Hybrid,Blue,5,59530.36
Hyundai,Elantra,2019,237464,1.6,Automatic,Coupe,Diesel,Grey,4,39258.65
Ford,Kuga,2016,33427,1.8,CVT,Wagon,Diesel,Brown,4,37523.2
Ford,Kuga,2011,220967,1.4,Automatic,Wagon,Diesel,Brown,5,28594.11
Hyundai,Solaris,2014,176609,1.5,Automatic,Hatchback,Diesel,White,5,28651.15
Ford,Focus,2008,48245,1.8,CVT,SUV,Electric,Blue,4,39782.07
Nissan,X-Trail,2005,223872,2.2,Robot,Sedan,Diesel,White,4,28310.44
Honda,CR-V,2008,22970,2.2,Manual,SUV,Hybrid,Black,2,42098.26
Toyota,Land Cruiser,2007,3760,1.6,Robot,Wagon,Diesel,Green,2,43027.0
Ford,Mondeo,2023,144151,2.2,Robot,Wagon,Hybrid,Brown,3,47284.47
Kia,Sportage,2021,97812,5.0,Robot,Wagon,Electric,Blue,4,52859.97
Audi,Q5,2012,279374,1.8,Robot,SUV,Electric,Black,5,48513.79
Honda,CR-V,2001,146509,2.2,Robot,Coupe,Diesel,White,2,29438.8
